
Threads: 1
#	TIME	FOUND
1	1.112683	0
2	1.065113	0
3	1.064063	0
4	1.061996	0
5	1.063553	0
6	1.061141	0
7	1.062400	0
8	0.757405	1
9	0.164839	1
10	1.062441	0
11	0.829400	1
12	1.064727	0
13	1.061238	0
14	0.115188	1
15	0.168645	1
16	1.064271	0
17	1.065007	0
18	1.058843	0
19	1.061223	0
20	1.063210	0
21	1.061948	0
22	1.067373	0
23	1.065280	0
24	1.068357	0
25	1.081774	0
26	1.065642	0
27	1.064392	0
28	0.880042	1
29	1.068578	0
30	1.064686	0
31	0.007362	1
32	1.064116	0
33	1.063290	0
34	1.064814	0
35	1.062329	0
36	1.065893	0
37	0.402011	1
38	1.067740	0
39	0.807071	1
40	1.065763	0
41	0.991337	1
42	0.524958	1
43	0.376944	1
44	1.064332	0
45	1.063409	0
46	1.062976	0
47	1.063684	0
48	1.065234	0
49	1.064609	0
50	1.067802	0

Threads: 2
#	TIME	FOUND
1	0.557406	0
2	0.555390	0
3	0.558088	0
4	0.558507	0
5	0.559827	0
6	0.559570	0
7	0.561782	0
8	0.549969	1
9	0.545231	1
10	0.559953	0
11	0.557948	1
12	0.557559	0
13	0.559892	0
14	0.547581	1
15	0.538259	1
16	0.561002	0
17	0.563157	0
18	0.562059	0
19	0.562133	0
20	0.568886	0
21	0.564316	0
22	0.567459	0
23	0.563569	0
24	0.568929	0
25	0.565272	0
26	0.557972	0
27	0.559275	0
28	0.561690	1
29	0.562130	0
30	0.563020	0
31	0.544109	1
32	0.552306	0
33	0.555385	0
34	0.556333	0
35	0.557075	0
36	0.556450	0
37	0.559238	1
38	0.557252	0
39	0.551296	1
40	0.561871	0
41	0.577195	1
42	0.556624	1
43	0.561306	1
44	0.565809	0
45	0.565375	0
46	0.566596	0
47	0.567528	0
48	0.566639	0
49	0.567168	0
50	0.572006	0

Threads: 3
#	TIME	FOUND
1	0.382705	0
2	0.377502	0
3	0.398135	0
4	0.381977	0
5	0.394493	0
6	0.382200	0
7	0.388345	0
8	0.372237	1
9	0.370817	1
10	0.384595	0
11	0.373070	1
12	0.389173	0
13	0.387259	0
14	0.370289	1
15	0.379585	1
16	0.382831	0
17	0.379598	0
18	0.380008	0
19	0.380541	0
20	0.383408	0
21	0.406037	0
22	0.398474	0
23	0.385916	0
24	0.384881	0
25	0.386841	0
26	0.384682	0
27	0.382618	0
28	0.382832	1
29	0.376132	0
30	0.376114	0
31	0.372836	1
32	0.382875	0
33	0.387114	0
34	0.384616	0
35	0.384432	0
36	0.387200	0
37	0.385298	1
38	0.385182	0
39	0.376858	1
40	0.378148	0
41	0.381365	1
42	0.404577	1
43	0.375372	1
44	0.392444	0
45	0.395896	0
46	0.400816	0
47	0.385203	0
48	0.401261	0
49	0.387202	0
50	0.390949	0

Threads: 4
#	TIME	FOUND
1	0.290942	0
2	0.305163	0
3	0.297141	0
4	0.309756	0
5	0.311005	0
6	0.297243	0
7	0.295272	0
8	0.293130	1
9	0.301398	1
